chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr22	23647515	23647991	7	0.8386	0.6481	0.1905	18.0046	0.001103	0.001731	True
chr22	17309828	17311027	12	0.4216	0.8726	-0.4509	21.5565	5.237e-07	4.831e-06	True
chr22	23719047	23719147	5	0.8591	0.464	0.395	28.88	0.000131	0.0003428	True
chr22	17312227	17312722	7	0.5065	0.861	-0.3545	16.8456	0.0007326	0.001255	True
chr22	23730574	23730782	5	0.8707	0.7548	0.1158	77.6672	0.0005588	0.001025	True
chr22	23738577	23738714	5	0.8369	0.6627	0.1743	30.4042	0.001802	0.00255	True
chr22	23739437	23739650	9	0.9045	0.7521	0.1524	15.9439	0.001552	0.002266	True
chr22	17965166	17965416	5	0.7812	0.9665	-0.1853	22.8923	0.001186	0.00183	True
chr22	23740088	23740154	5	0.8049	0.9379	-0.133	19.5532	0.008321	0.009192	True
chr22	17965534	17965593	5	0.7531	0.5113	0.2418	22.4927	0.001562	0.002278	True
chr22	23744070	23744215	6	0.5845	0.4488	0.1358	25.3102	0.003927	0.004772	True
chr22	23744949	23744966	5	0.0256	0.1174	-0.0918	21.1193	0.009876	0.01075	True
chr22	17966983	17967247	5	0.8888	0.9734	-0.0845	34.923	0.02431	0.02468	True
chr22	23752831	23753180	6	0.7792	0.9651	-0.1859	17.0409	0.0008448	0.0014	True
chr22	23763438	23763627	6	0.8374	0.9439	-0.1064	19.4718	0.01241	0.01323	True
chr22	23773582	23773681	5	0.8682	0.6141	0.2541	26.1552	0.000841	0.001395	True
chr22	23801228	23801276	6	0.9671	0.6054	0.3617	22.6293	2.549e-05	0.0001002	True
chr22	23801124	23801184	5	0.9438	0.7108	0.2331	30.6364	0.0009182	0.001498	True
chr22	23801577	23801635	10	0.9613	0.757	0.2044	26.0344	4.868e-06	2.842e-05	True
chr22	23841121	23841213	5	0.8029	0.9737	-0.1708	33.6239	0.0007682	0.0013	True
chr22	23847533	23848289	5	0.9579	0.8189	0.139	17.4112	0.007822	0.008701	True
chr22	23849079	23849717	17	0.8646	0.4934	0.3712	23.1427	3.059e-10	8.294e-09	True
chr22	23856822	23857253	11	0.9292	0.8127	0.1165	28.0136	5.206e-05	0.0001735	True
chr22	23868659	23869908	20	0.8221	0.427	0.3952	18.591	2.03e-10	5.616e-09	True
chr22	23878658	23879074	6	0.1848	0.5725	-0.3877	19.6069	0.0025	0.003303	True
chr22	23879164	23879304	7	0.5242	0.7877	-0.2636	24.6581	0.0001572	0.000391	True
chr22	23879678	23879917	10	0.4077	0.6567	-0.2491	16.0499	0.0001459	0.0003715	True
chr22	23880701	23880877	6	0.6381	0.9221	-0.284	21.4149	0.0006227	0.001106	True
chr22	23880989	23881059	5	0.5807	0.1842	0.3965	23.7494	0.001628	0.002352	True
chr22	23889970	23890399	7	0.3925	0.821	-0.4286	15.8492	0.0009154	0.001495	True
chr22	23891292	23892895	18	0.4604	0.7965	-0.3361	16.3859	1.712e-06	1.259e-05	True
chr22	23897587	23897713	5	0.8541	0.9662	-0.1121	88.189	0.0002194	0.0005042	True
chr22	23903626	23904540	8	0.8805	0.974	-0.0935	15.997	0.002076	0.002855	True
chr22	23908179	23908376	9	0.0909	0.019	0.0718	19.1082	0.0008918	0.001462	True
chr22	23908594	23908701	15	0.1538	0.0258	0.128	26.1738	3.993e-07	3.973e-06	True
chr22	23915243	23915500	5	0.8636	0.9834	-0.1198	19.3796	0.001559	0.002274	True
chr22	23916962	23917222	5	0.7098	0.2805	0.4293	19.8872	0.0003797	0.0007613	True
chr22	23918296	23918694	5	0.8526	0.6503	0.2023	34.6232	0.0005989	0.001076	True
chr22	23920304	23920685	9	0.7857	0.9522	-0.1665	16.5981	0.0004365	0.0008518	True
chr22	23945970	23946473	5	0.889	0.7651	0.1239	26.0804	0.005951	0.00683	True
chr22	23991252	23991360	5	0.9402	0.8181	0.1222	46.6886	0.001438	0.002132	True
chr22	23995140	23995405	5	0.9289	0.7852	0.1437	18.637	0.006009	0.006882	True
chr22	17996881	17997274	5	0.8309	0.9783	-0.1475	18.0236	0.001358	0.002027	True
chr22	24057320	24057454	7	0.9372	0.8276	0.1095	26.4905	0.003382	0.004234	True
chr22	24064164	24064766	6	0.8439	0.631	0.2129	21.3297	0.001205	0.001854	True
chr22	24066445	24066879	6	0.939	0.7515	0.1874	16.4725	0.002358	0.003153	True
chr22	18003266	18003348	5	0.8859	0.9937	-0.1078	67.6264	1.325e-05	6.174e-05	True
chr22	24078299	24078562	5	0.8907	0.9821	-0.0913	26.2314	0.003073	0.003913	True
chr22	24086032	24086145	7	0.9373	0.8151	0.1221	190.2097	2.927e-07	3.129e-06	True
chr22	24093930	24094024	8	0.1014	0.2521	-0.1507	15.953	0.01349	0.01423	True
chr22	24102827	24103713	8	0.7942	0.974	-0.1798	25.0992	2.757e-05	0.0001059	True
chr22	18010923	18011064	7	0.9439	0.8075	0.1364	21.9069	0.002206	0.002987	True
chr22	17341137	17341637	12	0.4487	0.9561	-0.5074	36.9316	7.531e-10	1.844e-08	True
chr22	24192139	24192189	5	0.2166	0.0801	0.1365	30.7052	0.003624	0.00448	True
chr22	16288541	16288551	5	0.9741	0.6113	0.3628	16.1505	0.0001409	0.0003621	True
chr22	24194432	24194755	7	0.8374	0.9754	-0.1381	30.306	0.0001355	0.0003512	True
chr22	24194963	24195439	7	0.8819	0.9735	-0.0916	16.4669	0.003125	0.003966	True
chr22	24199776	24199806	5	0.1013	0.0158	0.0855	26.7081	0.004211	0.005063	True
chr22	24205183	24205872	6	0.9445	0.7722	0.1722	21.5996	0.00196	0.002725	True
chr22	24214168	24214760	5	0.8845	0.9937	-0.1093	68.995	2.574e-05	0.0001007	True
chr22	24214966	24215455	7	0.819	0.9791	-0.1601	16.2915	0.0001077	0.0002971	True
chr22	18031537	18031666	5	0.8272	0.96	-0.1328	20.9687	0.008973	0.009837	True
chr22	24253956	24254480	9	0.9009	0.9874	-0.0865	31.4255	1.962e-05	8.237e-05	True
chr22	18035979	18036828	11	0.8291	0.9636	-0.1345	17.1601	6.194e-05	0.000196	True
chr22	24383009	24383079	5	0.3818	0.6458	-0.264	31.7049	0.0004253	0.0008344	True
chr22	24384091	24384245	10	0.1137	0.0212	0.0925	23.0079	0.0001479	0.0003741	True
chr22	24408438	24408524	5	0.026	0.3571	-0.3311	23.9037	0.0001409	0.0003621	True
chr22	24414058	24414325	5	0.7696	0.9632	-0.1937	19.1336	0.004401	0.005267	True
chr22	18042672	18043299	10	0.6916	0.4085	0.2831	36.4163	4.215e-07	4.154e-06	True
chr22	24434497	24434904	5	0.8348	0.5404	0.2943	17.6899	0.001596	0.002318	True
chr22	24462526	24462621	6	0.838	0.3549	0.4831	43.9414	2.687e-06	1.809e-05	True
chr22	24476335	24476823	5	0.9894	0.8671	0.1223	44.4367	0.000214	0.0004947	True
chr22	24497863	24498348	5	0.9476	0.8207	0.1269	23.1498	0.01556	0.0162	True
chr22	24503504	24503987	10	0.5521	0.1063	0.4457	20.6941	3.837e-06	2.374e-05	True
chr22	24515597	24515762	5	0.9455	0.8412	0.1044	19.3974	0.01974	0.02024	True
chr22	18053360	18054212	11	0.8727	0.6484	0.2243	18.4512	6.108e-05	0.0001942	True
chr22	24561938	24562265	5	0.8845	0.6767	0.2078	21.0229	0.002169	0.002946	True
chr22	18054695	18054775	6	0.9313	0.6465	0.2849	18.7326	0.0006029	0.001079	True
chr22	18055468	18055748	5	0.9515	0.7529	0.1985	32.6462	0.001187	0.001832	True
chr22	24580138	24580177	6	0.9554	0.8564	0.099	64.0344	0.0001033	0.000287	True
chr22	24581722	24581762	6	0.8467	0.9562	-0.1095	25.6229	0.003647	0.004497	True
chr22	24613514	24614002	6	0.8524	0.9817	-0.1293	20.7625	0.0004359	0.0008511	True
chr22	24621740	24622039	5	0.8837	0.9807	-0.0969	18.1415	0.003005	0.003837	True
chr22	24642082	24642530	10	0.7581	0.3813	0.3768	20.6638	5.504e-06	3.101e-05	True
chr22	24665967	24666138	8	0.2514	0.8681	-0.6167	56.6771	4.723e-08	6.863e-07	True
chr22	24668501	24668583	6	0.6821	0.9818	-0.2997	22.2117	1.088e-05	5.329e-05	True
chr22	24668319	24668438	7	0.6692	0.961	-0.2918	34.2358	2.187e-05	8.915e-05	True
chr22	24698898	24699493	6	0.0957	0.2108	-0.1151	17.4473	0.01176	0.01257	True
chr22	24718143	24718407	6	0.8357	0.9834	-0.1477	38.2284	0.000123	0.0003256	True
chr22	24720183	24720446	5	0.7147	0.9798	-0.2651	61.5341	3.75e-05	0.0001345	True
chr22	24736044	24736688	8	0.962	0.8174	0.1446	22.5417	0.0003643	0.0007416	True
chr22	24803312	24803487	9	0.83	0.6917	0.1383	20.0622	0.0005949	0.001071	True
chr22	24818701	24819183	8	0.759	0.9457	-0.1867	17.1264	0.00054	0.001001	True
chr22	24820362	24820438	12	0.1202	0.0172	0.1031	33.5841	6.744e-07	5.864e-06	True
chr22	24821136	24821254	6	0.9211	0.785	0.1362	35.5911	0.001833	0.002585	True
chr22	24823050	24823268	6	0.8811	0.765	0.1161	17.7512	0.01505	0.01571	True
chr22	24823455	24824109	23	0.8013	0.6856	0.1157	15.6488	1.271e-05	5.986e-05	True
chr22	24824224	24824378	7	0.7782	0.9117	-0.1335	23.5232	0.005021	0.005884	True
chr22	24832111	24832457	9	0.8624	0.6504	0.212	28.9378	2.389e-05	9.482e-05	True
chr22	24837097	24837227	8	0.9533	0.8688	0.0845	17.8341	0.01275	0.01355	True
chr22	24857010	24857291	6	0.7719	0.9423	-0.1704	17.8849	0.00426	0.005114	True
chr22	24858503	24859383	5	0.7964	0.9211	-0.1246	18.2061	0.01732	0.01793	True
chr22	24867581	24867942	5	0.9134	0.5883	0.3251	22.7542	0.0006184	0.0011	True
chr22	24890785	24890970	17	0.3982	0.0663	0.3318	32.4281	1.9e-10	5.368e-09	True
chr22	24896586	24896702	7	0.5289	0.3158	0.2131	15.8087	0.001958	0.002724	True
chr22	24914575	24914866	5	0.8858	0.514	0.3718	20.5	0.0004238	0.0008324	True
chr22	24932599	24933582	5	0.9448	0.7748	0.1701	37.8724	0.0009284	0.001512	True
chr22	24950917	24950936	5	0.0079	0.1268	-0.1188	59.073	4.598e-05	0.0001573	True
chr22	18090777	18091590	6	0.8996	0.9771	-0.0776	18.2791	0.009114	0.009978	True
chr22	24957880	24957999	5	0.7548	0.9493	-0.1945	20.8229	0.003623	0.00448	True
chr22	24988943	24988996	9	0.0249	0.2023	-0.1773	36.912	9.246e-06	4.71e-05	True
chr22	25057194	25057262	8	0.9596	0.6819	0.2777	104.4031	8.317e-08	1.087e-06	True
chr22	18103204	18103551	7	0.9509	0.8422	0.1086	20.7711	0.01275	0.01355	True
chr22	25081861	25082050	25	0.231	0.0882	0.1428	28.44	8.038e-09	1.517e-07	True
chr22	25082077	25082152	6	0.2369	0.0969	0.14	30.5218	0.004799	0.005669	True
chr22	25110129	25110495	5	0.7863	0.9884	-0.2021	30.5263	3.49e-05	0.0001274	True
chr22	25157732	25158350	7	0.7561	0.9232	-0.1671	18.6724	0.003166	0.004001	True
chr22	18110190	18110457	6	0.795	0.9334	-0.1384	15.2495	0.008582	0.009447	True
chr22	18110836	18110878	5	0.0659	0.2002	-0.1342	20.4985	0.01545	0.0161	True
chr22	25186552	25186916	5	0.9043	0.6498	0.2545	50.6996	3.546e-05	0.0001288	True
chr22	25194332	25194659	5	0.9423	0.8123	0.13	16.5394	0.01609	0.01672	True
chr22	25198798	25198934	8	0.8259	0.965	-0.1391	25.9105	0.0002893	0.0006237	True
chr22	25201636	25201680	5	0.5941	0.8011	-0.207	24.675	0.003114	0.003958	True
chr22	25227056	25227389	10	0.9305	0.8161	0.1144	17.7804	0.002218	0.003001	True
chr22	25240987	25241337	5	0.8255	0.9359	-0.1105	71.7323	0.0002952	0.0006323	True
chr22	25241611	25241733	5	0.8359	0.5503	0.2857	18.1224	0.001644	0.002371	True
chr22	16288689	16288724	5	0.9563	0.7815	0.1747	24.0094	0.001767	0.002513	True
chr22	25260054	25260410	5	0.7231	0.9792	-0.2561	79.2274	1.559e-05	6.966e-05	True
chr22	25267210	25267435	5	0.8104	0.9805	-0.1702	29.6515	0.0002885	0.0006225	True
chr22	25281668	25281766	6	0.8536	0.9871	-0.1334	55.7694	1.72e-05	7.472e-05	True
chr22	25282776	25282875	5	0.8391	0.9642	-0.125	18.3217	0.008036	0.008912	True
chr22	25292709	25293072	5	0.88	0.993	-0.113	55.5795	3.935e-05	0.0001379	True
chr22	25297179	25297939	12	0.515	0.8681	-0.3531	21.3842	2.698e-07	2.922e-06	True
chr22	25298145	25298253	6	0.7845	0.9607	-0.1761	19.4789	0.001316	0.00198	True
chr22	25311022	25311089	7	0.9829	0.8981	0.0848	16.3625	0.001078	0.0017	True
chr22	25324109	25324652	8	0.6977	0.8905	-0.1929	17.5288	0.002117	0.002892	True
chr22	25342467	25343046	6	0.7141	0.4635	0.2506	24.897	0.0004454	0.0008626	True
chr22	25343418	25343683	5	0.8398	0.9635	-0.1237	23.2907	0.007021	0.007909	True
chr22	25345978	25346591	8	0.3911	0.1194	0.2716	19.3707	0.000439	0.0008552	True
chr22	25363995	25364175	5	0.8676	0.5666	0.3011	76.9063	4.145e-06	2.529e-05	True
chr22	25371910	25373082	26	0.7327	0.2793	0.4535	16.8066	1.732e-12	7.863e-11	True
chr22	25385728	25385982	6	0.8763	0.3699	0.5063	23.4234	4.936e-05	0.0001667	True
chr22	25393774	25394036	5	0.9678	0.8594	0.1084	43.3963	0.004884	0.005749	True
chr22	25460307	25460608	7	0.9452	0.8433	0.1019	16.5895	0.01051	0.01135	True
chr22	25463675	25464144	14	0.8205	0.5034	0.3171	27.5094	7.48e-09	1.421e-07	True
chr22	25464193	25464353	5	0.8463	0.5276	0.3187	27.5526	0.0002692	0.0005891	True
chr22	25466162	25466228	5	0.1881	0.0553	0.1329	41.6354	0.002538	0.003341	True
chr22	25466269	25466552	8	0.2199	0.0922	0.1276	19.4445	0.001663	0.002391	True
chr22	25486090	25486672	10	0.9155	0.7578	0.1577	18.4238	0.0004693	0.000894	True
chr22	25487590	25487690	5	0.9528	0.671	0.2817	64.493	4.12e-05	0.0001429	True
chr22	25492648	25492696	5	0.852	0.9917	-0.1397	46.8038	3.804e-05	0.0001354	True
chr22	25508598	25511544	51	0.7754	0.3595	0.4159	19.0437	5.83e-24	8.411e-22	True
chr22	25512401	25513723	8	0.9505	0.794	0.1565	19.9899	0.0008172	0.001366	True
chr22	25526425	25527126	8	0.9122	0.553	0.3592	18.004	7.306e-05	0.0002219	True
chr22	25531667	25531814	5	0.915	0.7887	0.1262	23.7543	0.01121	0.01205	True
chr22	25541885	25542308	5	0.9172	0.3752	0.542	20.6772	0.0002834	0.0006146	True
chr22	25554389	25554615	5	0.9586	0.8668	0.0918	17.5261	0.01952	0.02005	True
chr22	25556862	25557437	6	0.9075	0.692	0.2155	31.1249	0.001469	0.002166	True
chr22	25561971	25562091	6	0.9427	0.826	0.1168	17.9571	0.004918	0.005785	True
chr22	25565419	25565924	13	0.8096	0.3211	0.4885	18.6202	2.268e-06	1.593e-05	True
chr22	25575471	25575485	5	0.9429	0.794	0.1489	30.1227	0.005255	0.006129	True
chr22	17409831	17410153	5	0.5248	0.8271	-0.3023	15.0736	0.01724	0.01784	True
chr22	25595368	25595573	5	0.9573	0.8244	0.1329	28.7237	0.003875	0.004722	True
chr22	25596048	25596322	6	0.7482	0.5313	0.2168	17.8814	0.002798	0.003627	True
chr22	25609680	25610103	7	0.837	0.9537	-0.1167	18.2392	0.0147	0.01539	True
chr22	25630852	25631553	7	0.6385	0.9261	-0.2876	24.6676	0.0002619	0.0005783	True
chr22	25643060	25643628	6	0.7434	0.9611	-0.2177	16.2253	0.0008278	0.001378	True
chr22	25678577	25679081	66	0.1505	0.0215	0.1289	61.4666	1.846e-35	5.738e-33	True
chr22	25679249	25679268	6	0.1101	0.013	0.0971	59.9993	0.0001869	0.0004461	True
chr22	25679154	25679222	7	0.1109	0.0069	0.1041	146.9928	2.301e-07	2.554e-06	True
chr22	25679336	25679451	5	0.1517	0.3481	-0.1963	32.8026	0.0006568	0.001151	True
chr22	25731110	25731344	5	0.8544	0.9799	-0.1255	20.9195	0.001914	0.002679	True
chr22	25746791	25746838	6	0.9473	0.8488	0.0985	18.7326	0.02187	0.02229	True
chr22	25750083	25750126	5	0.9673	0.8369	0.1304	44.6969	0.001308	0.001972	True
chr22	25760130	25760842	9	0.8989	0.5453	0.3536	22.9044	1.685e-05	7.377e-05	True
chr22	25763846	25764221	21	0.8817	0.5112	0.3705	15.1539	7.055e-10	1.74e-08	True
chr22	25784859	25785301	5	0.7666	0.3194	0.4472	50.7131	2.882e-05	0.000109	True
chr22	25786758	25787023	7	0.9123	0.7843	0.128	15.8398	0.008783	0.009645	True
chr22	25791070	25791419	6	0.9507	0.7098	0.2409	64.1082	5.222e-05	0.0001737	True
chr22	25815582	25815712	6	0.6638	0.193	0.4708	99.2086	3.311e-08	5.067e-07	True
chr22	25817125	25817351	29	0.1863	0.0142	0.1721	75.0334	8.235e-23	1.04e-20	True
chr22	25817367	25817775	28	0.2566	0.0272	0.2293	39.6996	6.475e-18	6.38e-16	True
chr22	25831997	25832269	6	0.9604	0.7283	0.232	21.0444	0.0004408	0.0008575	True
chr22	18169570	18169923	5	0.9817	0.8346	0.147	32.6547	0.0006385	0.001125	True
chr22	25861793	25862167	5	0.8043	0.448	0.3563	15.1366	0.003881	0.004729	True
chr22	25888904	25890216	22	0.7202	0.1815	0.5387	15.6547	7.892e-11	2.511e-09	True
chr22	18182802	18182900	5	0.9767	0.7729	0.2038	57.125	7.788e-05	0.000232	True
chr22	25965953	25966096	8	0.8758	0.9697	-0.0939	16.6293	0.002812	0.003639	True
chr22	25972156	25972277	5	0.9745	0.8421	0.1323	22.7663	0.002286	0.003072	True
chr22	26031882	26032810	6	0.5057	0.7538	-0.2481	26.145	0.0003216	0.0006752	True
chr22	26033768	26034072	5	0.9399	0.7614	0.1784	38.4453	0.0007453	0.001271	True
chr22	26043175	26043672	5	0.9069	0.775	0.132	40.1925	0.001363	0.002033	True
chr22	26088500	26088787	5	0.9495	0.7628	0.1867	39.6232	0.0004776	0.0009068	True
chr22	26090053	26090301	6	0.8537	0.9749	-0.1212	72.414	0.0001038	0.0002879	True
chr22	26091098	26091446	6	0.9683	0.8599	0.1084	18.0475	0.005491	0.006359	True
chr22	26128959	26129373	5	0.9312	0.8064	0.1247	33.7591	0.00224	0.003022	True
chr22	26148704	26148805	8	0.9192	0.7732	0.146	16.2347	0.001654	0.002381	True
chr22	26168033	26168357	5	0.7835	0.9798	-0.1962	36.172	0.0001207	0.0003215	True
chr22	26190750	26191595	5	0.7304	0.9731	-0.2426	38.8761	0.0002107	0.0004884	True
chr22	26188788	26189091	5	0.7606	0.9285	-0.1679	44.7591	0.0003681	0.0007471	True
chr22	26195224	26195632	5	0.819	0.9643	-0.1454	15.0827	0.005462	0.006337	True
chr22	18212247	18212530	6	0.872	0.9768	-0.1048	26.9918	0.002139	0.002916	True
chr22	26199221	26199902	6	0.7104	0.9559	-0.2456	18.5608	0.0006017	0.001078	True
chr22	26206692	26207011	5	0.7591	0.9821	-0.223	77.4833	3.842e-05	0.0001363	True
chr22	26223416	26223591	5	0.8832	0.9913	-0.108	58.6395	8.115e-05	0.0002377	True
chr22	26231364	26231638	6	0.539	0.8674	-0.3285	25.6275	0.000147	0.0003722	True
chr22	26239627	26239789	5	0.814	0.6512	0.1628	32.7304	0.001797	0.002546	True
chr22	26247563	26249504	12	0.4363	0.8614	-0.4251	16.5414	3.087e-06	2.002e-05	True
chr22	26264199	26264450	6	0.6482	0.9647	-0.3165	16.6046	0.0001324	0.000345	True
chr22	26263788	26264030	7	0.6748	0.9676	-0.2927	38.0998	1.181e-05	5.661e-05	True
chr22	26278273	26279008	6	0.6093	0.9381	-0.3288	24.7089	0.0002381	0.0005369	True
chr22	18216075	18216547	5	0.7462	0.609	0.1372	24.5753	0.008105	0.008979	True
chr22	26286692	26286822	6	0.6741	0.9102	-0.2361	42.9929	0.0002418	0.0005418	True
chr22	26293858	26294748	13	0.6851	0.9062	-0.221	24.647	2.434e-06	1.687e-05	True
chr22	26295096	26295263	5	0.5991	0.8594	-0.2604	49.7198	0.0006263	0.00111	True
chr22	26302964	26303412	6	0.5175	0.9496	-0.4321	28.307	4.979e-05	0.0001676	True
chr22	26304264	26304472	11	0.7157	0.8898	-0.1742	20.3772	9.525e-05	0.0002695	True
chr22	26310165	26310959	5	0.8006	0.973	-0.1724	15.2509	0.00184	0.002592	True
chr22	26319202	26319617	5	0.5403	0.8511	-0.3108	15.6617	0.002177	0.002954	True
chr22	26328668	26330490	9	0.4624	0.934	-0.4716	17.4025	4.683e-06	2.758e-05	True
chr22	26330958	26331673	5	0.4761	0.7817	-0.3056	30.627	0.0002823	0.000613	True
chr22	26331974	26332812	7	0.5219	0.8752	-0.3533	19.3437	0.0003356	0.0006967	True
chr22	26333847	26336164	17	0.561	0.9276	-0.3667	16.6075	5.986e-09	1.186e-07	True
chr22	26343320	26343734	5	0.8652	0.9963	-0.1311	167.2831	5.484e-07	4.968e-06	True
chr22	26345350	26346145	10	0.5376	0.9449	-0.4073	40.0474	7.498e-08	9.899e-07	True
chr22	26350054	26350385	5	0.3671	0.6643	-0.2972	18.4503	0.001988	0.002755	True
chr22	26351295	26351452	5	0.808	0.9798	-0.1718	112.6799	3.172e-05	0.0001181	True
chr22	26352322	26352477	5	0.6753	0.9899	-0.3146	92.7036	1.273e-06	9.817e-06	True
chr22	26356590	26356881	5	0.6617	0.9163	-0.2546	22.3108	0.001274	0.001934	True
chr22	26357548	26357913	6	0.4872	0.9116	-0.4244	21.2987	0.0003538	0.000727	True
chr22	26368649	26369985	8	0.5099	0.936	-0.426	15.7866	3.423e-05	0.0001255	True
chr22	26381436	26381889	6	0.399	0.7227	-0.3237	21.8862	0.0003867	0.0007737	True
chr22	26390554	26391089	5	0.6544	0.9708	-0.3164	26.7935	0.0001318	0.0003437	True
chr22	26395910	26396647	10	0.428	0.894	-0.4659	16.2995	7.278e-06	3.889e-05	True
chr22	26392794	26393227	8	0.5504	0.9145	-0.3641	17.8786	0.0001149	0.0003116	True
chr22	26405713	26406850	9	0.4236	0.8532	-0.4296	18.4016	2.689e-05	0.0001041	True
chr22	26417797	26418380	8	0.5853	0.938	-0.3527	37.6503	5.23e-06	2.989e-05	True
chr22	26420023	26421479	15	0.4704	0.9344	-0.464	29.2601	1.864e-10	5.304e-09	True
chr22	26421762	26423605	72	0.6393	0.9088	-0.2695	15.3271	3.726e-26	6.544e-24	True
chr22	26423753	26423947	6	0.746	0.9262	-0.1802	21.1326	0.002685	0.003506	True
chr22	26425557	26429074	28	0.5592	0.9046	-0.3454	16.9042	4.293e-11	1.508e-09	True
chr22	26430042	26433621	29	0.5428	0.9221	-0.3793	20.2977	5.927e-15	3.586e-13	True
chr22	26436406	26437029	8	0.4086	0.9184	-0.5098	22.0929	8.32e-06	4.299e-05	True
chr22	26441293	26442104	9	0.4597	0.928	-0.4683	26.1932	1.592e-06	1.189e-05	True
chr22	26444432	26446107	14	0.4422	0.8788	-0.4367	16.0985	5.755e-07	5.134e-06	True
chr22	26458844	26461533	20	0.5148	0.9237	-0.4088	19.9317	5.223e-11	1.788e-09	True
chr22	26465086	26466372	11	0.319	0.8044	-0.4854	19.731	1.475e-06	1.11e-05	True
chr22	26479700	26480664	6	0.3239	0.8272	-0.5033	22.3224	7.918e-05	0.0002335	True
chr22	26486965	26487927	8	0.4743	0.8695	-0.3953	17.0919	0.000102	0.0002842	True
chr22	26488389	26488647	6	0.6618	0.9833	-0.3215	85.1131	9.038e-07	7.437e-06	True
chr22	26488787	26490299	16	0.5705	0.9254	-0.3548	33.468	3.458e-10	9.131e-09	True
chr22	26491570	26491882	6	0.1914	0.5853	-0.3939	35.1919	1.301e-05	6.09e-05	True
chr22	26494026	26494514	5	0.4593	0.8485	-0.3891	21.1013	0.003822	0.004672	True
chr22	26495260	26496292	5	0.4153	0.7397	-0.3244	40.7738	7.183e-05	0.0002194	True
chr22	26499078	26500158	11	0.5147	0.8966	-0.3819	17.8168	4.482e-06	2.686e-05	True
chr22	26513097	26513794	9	0.4963	0.9691	-0.4729	29.2791	6.195e-08	8.427e-07	True
chr22	26514264	26514776	5	0.4642	0.9256	-0.4615	29.402	0.0004518	0.0008691	True
chr22	26518381	26518453	5	0.7147	0.9649	-0.2502	47.8167	0.0001027	0.0002856	True
chr22	26532734	26534332	14	0.5493	0.9528	-0.4035	32.1234	2.002e-10	5.606e-09	True
chr22	26538218	26539029	6	0.4677	0.9637	-0.496	20.3461	2.243e-05	9.081e-05	True
chr22	26541820	26542451	7	0.4344	0.9236	-0.4893	19.2327	6.534e-05	0.0002043	True
chr22	26556546	26557382	8	0.5545	0.9383	-0.3838	18.6383	2.678e-05	0.0001037	True
chr22	26560395	26560565	6	0.582	0.9268	-0.3448	19.8437	0.0004377	0.0008535	True
chr22	26567498	26567985	7	0.5476	0.7944	-0.2468	30.6776	0.0001824	0.0004384	True
chr22	26573674	26574856	7	0.6429	0.9518	-0.3089	54.0062	8.013e-06	4.166e-05	True
chr22	26583333	26584164	6	0.449	0.8603	-0.4113	17.3434	0.0008814	0.001449	True
chr22	26585636	26586129	8	0.7724	0.9714	-0.199	31.3117	1.274e-05	5.99e-05	True
chr22	26596215	26597224	10	0.5482	0.9329	-0.3848	30.255	7.486e-07	6.364e-06	True
chr22	26608549	26609335	6	0.4597	0.9519	-0.4921	29.8399	2.223e-05	9.036e-05	True
chr22	26615843	26616425	7	0.5546	0.8833	-0.3287	15.9322	0.0003187	0.0006722	True
chr22	26629107	26629336	5	0.5762	0.9624	-0.3863	67.4585	3.527e-05	0.0001285	True
chr22	26632073	26632488	7	0.4797	0.7141	-0.2344	19.9885	0.0005532	0.001019	True
chr22	26634006	26634266	5	0.3887	0.8755	-0.4867	23.4076	0.0007589	0.001286	True
chr22	26637558	26638781	11	0.4374	0.8808	-0.4434	24.5116	1.142e-06	8.977e-06	True
chr22	26643716	26644135	5	0.3271	0.922	-0.5949	22.0783	0.0002753	0.0005996	True
chr22	26639628	26639869	5	0.5808	0.989	-0.4083	123.1135	5.679e-07	5.099e-06	True
chr22	26647980	26648070	5	0.7035	0.9717	-0.2682	26.2276	0.000319	0.0006722	True
chr22	26652204	26653007	7	0.4566	0.9134	-0.4568	21.1458	5.843e-05	0.0001884	True
chr22	26653946	26654231	7	0.5863	0.89	-0.3037	17.5348	0.0008037	0.001349	True
chr22	26660951	26661457	5	0.4454	0.838	-0.3926	34.989	8.963e-05	0.0002579	True
chr22	26669744	26671146	12	0.4414	0.9111	-0.4697	15.0175	1.012e-06	8.11e-06	True
chr22	26677534	26678025	9	0.6934	0.9888	-0.2954	46.8435	1.274e-09	2.958e-08	True
chr22	26680608	26681229	7	0.5241	0.909	-0.3849	17.5896	0.0002421	0.0005419	True
chr22	26693848	26694496	5	0.3464	0.8859	-0.5395	36.1765	0.0002431	0.0005429	True
chr22	26695001	26695207	5	0.5629	0.9258	-0.3629	17.3385	0.0009846	0.001581	True
chr22	26697546	26698178	5	0.4199	0.8631	-0.4432	15.9893	0.002242	0.003023	True
chr22	26706065	26706239	5	0.5329	0.9054	-0.3726	15.2128	0.001867	0.002623	True
chr22	26706533	26706759	11	0.7742	0.9316	-0.1574	29.5691	0.0001116	0.0003055	True
chr22	26708221	26708629	7	0.6626	0.9695	-0.3069	44.2591	4.114e-06	2.526e-05	True
chr22	26713299	26713971	8	0.4002	0.8396	-0.4394	19.5954	8.72e-05	0.0002524	True
