chromosome	start	end	count	lethal_mean	normal_mean	delta	F	pvalue	p_adj	DMR
chr21	37030167	37030505	5	0.7377	0.9398	0.2021	31.5566	0.002256	0.002831	True
chr21	37032632	37032796	6	0.8502	0.9761	0.1259	16.1048	0.001518	0.002023	True
chr21	37033714	37033852	6	0.7389	0.9605	0.2216	52.6167	4.116e-05	0.0001299	True
chr21	37039140	37040167	12	0.7354	0.9687	0.2332	46.4741	1.855e-08	2.791e-07	True
chr21	37060114	37060571	7	0.5929	0.9022	0.3094	17.1667	0.0004197	0.0007334	True
chr21	37061008	37062021	7	0.7677	0.9145	0.1469	54.9288	0.0003874	0.0006929	True
chr21	37065204	37065729	7	0.7475	0.9464	0.1989	30.3797	0.0004374	0.0007532	True
chr21	37065855	37066700	7	0.7228	0.9254	0.2026	18.1209	0.001312	0.001802	True
chr21	37066739	37067478	8	0.7831	0.9797	0.1965	33.0409	4.735e-06	2.579e-05	True
chr21	37071602	37074132	19	0.682	0.9583	0.2763	29.6236	9.292e-12	3.352e-10	True
chr21	37074386	37074686	6	0.8195	0.9656	0.1461	15.7498	0.002681	0.003272	True
chr21	37074883	37076583	16	0.6852	0.9541	0.2689	23.9869	1.7e-09	3.443e-08	True
chr21	37077811	37079077	7	0.7789	0.9696	0.1907	15.9678	0.0002399	0.0004828	True
chr21	37085609	37086714	10	0.6397	0.9806	0.3409	45.8472	9.533e-10	2.146e-08	True
chr21	37104047	37104546	7	0.7447	0.9624	0.2178	22.068	6.522e-05	0.0001849	True
chr21	37104914	37105655	19	0.5929	0.9386	0.3457	27.4554	1.712e-11	5.913e-10	True
chr21	37108374	37108448	7	0.8495	0.9619	0.1124	18.6013	0.003928	0.004544	True
chr21	37112092	37113444	9	0.6714	0.975	0.3036	31.5874	1.659e-07	1.794e-06	True
chr21	37138570	37139222	9	0.7243	0.9376	0.2133	16.8455	0.0001943	0.0004092	True
chr21	37151284	37151839	7	0.7693	0.922	0.1527	31.1499	0.000526	0.0008688	True
chr21	37167280	37168516	11	0.8096	0.9574	0.1477	15.4603	8.956e-05	0.0002314	True
chr21	37173742	37174129	5	0.666	0.8476	0.1816	40.1113	0.001549	0.002057	True
chr21	37183476	37183604	5	0.7269	0.956	0.2291	30.1636	0.0005775	0.0009359	True
chr21	37192545	37193382	7	0.7388	0.9594	0.2206	28.0995	0.0001082	0.0002656	True
chr21	37197723	37198779	12	0.7028	0.9222	0.2195	15.2975	3.731e-05	0.0001204	True
chr21	37203751	37203990	5	0.844	0.9898	0.1458	122.643	1.235e-05	5.302e-05	True
chr21	37204007	37204175	9	0.6774	0.8585	0.1811	15.2323	0.001159	0.001623	True
chr21	37208428	37208928	6	0.8238	0.9927	0.169	127.4288	1.734e-07	1.843e-06	True
chr21	37213668	37214182	7	0.7641	0.9707	0.2067	28.3204	2.934e-05	0.0001003	True
chr21	37214543	37214615	5	0.864	0.9734	0.1094	16.9054	0.006149	0.006795	True
chr21	37215230	37215857	5	0.6876	0.8865	0.1989	22.3508	0.002083	0.002641	True
chr21	37216993	37218032	12	0.82	0.9617	0.1417	32.2988	4.663e-06	2.549e-05	True
chr21	37218138	37218595	5	0.7613	0.9459	0.1846	35.7154	0.001879	0.002415	True
chr21	37218794	37219389	9	0.7808	0.9798	0.1991	60.1999	9.342e-08	1.122e-06	True
chr21	37220886	37221160	6	0.7726	0.9832	0.2105	49.4032	8.226e-06	3.931e-05	True
chr21	37224008	37225024	9	0.7038	0.9571	0.2533	22.0443	1.451e-05	5.954e-05	True
chr21	37226546	37226951	8	0.6923	0.9186	0.2263	16.3016	0.0007494	0.001141	True
chr21	37232188	37233589	11	0.4497	0.8926	0.4429	18.1407	3.385e-06	2.027e-05	True
chr21	37238657	37239069	5	0.7178	0.9377	0.2198	20.9706	0.002224	0.002797	True
chr21	37240764	37241926	8	0.6499	0.9658	0.3159	17.6569	6.857e-06	3.405e-05	True
chr21	37242007	37242364	5	0.6546	0.3574	-0.2972	45.2472	6.297e-05	0.0001797	True
chr21	37244587	37245427	10	0.8021	0.9462	0.1442	15.5535	0.0007769	0.001174	True
chr21	37248589	37249523	7	0.7942	0.9814	0.1872	64.4081	4.499e-06	2.477e-05	True
chr21	37253743	37254100	5	0.804	0.9665	0.1626	22.1929	0.003056	0.003656	True
chr21	37259213	37259319	13	0.7537	0.9484	0.1947	20.7965	2.815e-06	1.755e-05	True
chr21	37266038	37266341	5	0.7756	0.9624	0.1868	37.3065	0.00121	0.001682	True
chr21	37266652	37267603	6	0.4086	0.9328	0.5243	22.6811	3.769e-05	0.0001212	True
chr21	37278293	37278465	7	0.7346	0.9895	0.2549	52.6098	9.021e-08	1.101e-06	True
chr21	37284996	37285937	8	0.6647	0.9614	0.2967	26.3241	1.255e-05	5.355e-05	True
chr21	37291321	37292354	6	0.6573	0.9503	0.2929	31.0211	0.0001199	0.0002855	True
chr21	37296226	37296584	6	0.6005	0.8215	0.221	30.0869	0.0002502	0.0004982	True
chr21	37316613	37317251	5	0.7501	0.9522	0.2021	25.3774	0.002648	0.003243	True
chr21	37330367	37330780	5	0.7007	0.9854	0.2846	81.0069	1.829e-06	1.236e-05	True
chr21	37331795	37332658	9	0.7298	0.9446	0.2149	23.0097	7.065e-05	0.000195	True
chr21	37347776	37348009	6	0.7778	0.9296	0.1519	19.0337	0.004803	0.005438	True
chr21	37350903	37351235	6	0.7917	0.9904	0.1987	86.1458	9.383e-07	7.219e-06	True
chr21	37358892	37359181	5	0.7876	0.9096	0.122	71.8531	0.0003329	0.0006196	True
chr21	37361514	37361812	7	0.7308	0.37	-0.3609	23.112	0.000102	0.0002542	True
chr21	37362805	37363202	7	0.8728	0.9931	0.1203	101.4097	2.29e-07	2.312e-06	True
chr21	37364639	37364962	9	0.8779	0.9803	0.1024	28.0758	6.553e-05	0.0001854	True
chr21	37370737	37371325	9	0.8258	0.9782	0.1524	42.8875	5.055e-06	2.676e-05	True
chr21	37386336	37386690	6	0.7946	0.9678	0.1732	24.4244	0.000516	0.0008554	True
chr21	37392527	37393113	5	0.859	0.9732	0.1143	17.1073	0.007826	0.008422	True
chr21	37395018	37396210	14	0.7033	0.3907	-0.3126	17.2307	1.832e-06	1.236e-05	True
chr21	37404258	37404357	5	0.8121	0.9443	0.1322	17.3202	0.01539	0.01584	True
chr21	37421889	37422526	5	0.8649	0.9813	0.1164	26.3345	0.001271	0.001753	True
chr21	37436280	37436723	5	0.9609	0.6705	-0.2904	50.8346	2.913e-05	0.0001001	True
chr21	37450242	37450404	6	0.577	0.8187	0.2417	30.1113	0.0003177	0.0005974	True
chr21	37463014	37463342	8	0.8598	0.9639	0.1041	23.5498	0.006773	0.007394	True
chr21	37477250	37477327	5	0.7902	0.0815	-0.7087	52.6541	2.39e-05	8.6e-05	True
chr21	37486012	37486150	8	0.3747	0.5167	0.142	20.7079	0.00202	0.00257	True
chr21	37520815	37521308	7	0.7798	0.9846	0.2047	58.7813	1.766e-06	1.206e-05	True
chr21	37537479	37537967	12	0.7675	0.971	0.2035	39.2405	4.548e-08	6.088e-07	True
chr21	37540969	37541347	6	0.98	0.8351	-0.1449	33.6034	0.0001953	0.0004104	True
chr21	37556820	37556979	7	0.8783	0.9782	0.0999	36.8419	0.0006359	0.001007	True
chr21	37567704	37568629	6	0.8127	0.9697	0.157	24.9272	0.0007141	0.001097	True
chr21	37570775	37571214	15	0.5114	0.9324	0.421	31.5132	7.684e-11	2.267e-09	True
chr21	37572434	37572879	26	0.4491	0.7313	0.2823	16.4492	1.3e-09	2.859e-08	True
chr21	37581780	37581824	5	0.8218	0.9231	0.1013	24.0355	0.01183	0.01236	True
chr21	37625730	37625832	7	0.6639	0.9437	0.2798	20.0527	0.0002359	0.0004782	True
chr21	37628536	37628856	5	0.9612	0.8233	-0.1378	24.2584	0.004057	0.004684	True
chr21	37629884	37630789	7	0.9014	0.9682	0.0668	16.3949	0.02967	0.02988	True
chr21	37633814	37634101	5	0.8908	0.9829	0.0921	18.8655	0.003152	0.00375	True
chr21	37637860	37638058	5	0.9142	0.8208	-0.0934	16.9414	0.03949	0.03958	True
chr21	37648452	37648876	5	0.8628	0.9885	0.1257	46.4203	0.0001571	0.0003509	True
chr21	37664678	37665108	7	0.9552	0.8082	-0.147	20.3484	0.001398	0.001892	True
chr21	37684489	37684967	8	0.8802	0.9838	0.1037	19.8986	9.291e-05	0.0002379	True
chr21	37710870	37711244	6	0.7876	0.9412	0.1536	19.6405	0.004392	0.005033	True
chr21	37750066	37750430	10	0.8684	0.5712	-0.2972	15.3023	3.628e-05	0.0001187	True
chr21	37761060	37761500	11	0.8617	0.5853	-0.2764	19.0	1.24e-05	5.307e-05	True
chr21	37785177	37785349	6	0.8836	0.9939	0.1102	69.722	3.324e-06	2.001e-05	True
chr21	37787619	37788019	7	0.8602	0.9841	0.124	70.9965	1.574e-05	6.29e-05	True
chr21	37801889	37802090	6	0.8966	0.9793	0.0828	16.0337	0.00497	0.005607	True
chr21	37802362	37802638	12	0.6517	0.3302	-0.3215	30.6061	9.225e-08	1.119e-06	True
chr21	37832551	37832701	5	0.9132	0.8067	-0.1064	16.2384	0.04397	0.04401	True
chr21	37849892	37850177	5	0.9286	0.7697	-0.159	21.3954	0.005233	0.005873	True
chr21	37857985	37858436	5	0.6062	0.7995	0.1932	18.3796	0.005576	0.006216	True
chr21	37861106	37861489	8	0.7485	0.9642	0.2157	32.9171	1.932e-05	7.374e-05	True
chr21	37872444	37872563	5	0.16	0.2835	0.1235	42.5632	0.001211	0.001683	True
chr21	37872610	37872659	5	0.2744	0.1594	-0.115	108.7702	0.0001071	0.0002642	True
chr21	37872981	37873025	5	0.3831	0.1399	-0.2432	16.1265	0.0197	0.02004	True
chr21	37879932	37881190	14	0.319	0.8446	0.5256	15.9174	2.132e-07	2.189e-06	True
chr21	37914595	37914920	12	0.8172	0.2509	-0.5662	23.4642	2.476e-08	3.652e-07	True
chr21	37914941	37915391	23	0.7345	0.2319	-0.5026	18.2421	2.119e-11	7.056e-10	True
chr21	37921428	37921727	5	0.8634	0.9729	0.1095	29.626	0.002253	0.002829	True
chr21	37926242	37926544	7	0.8855	0.9759	0.0904	22.0139	0.002108	0.002666	True
chr21	37942188	37942401	6	0.7554	0.9783	0.2229	32.3756	4.774e-05	0.0001452	True
chr21	37944325	37944533	5	0.7783	0.3832	-0.3951	15.8211	0.001112	0.001574	True
chr21	37949698	37950784	6	0.8511	0.9908	0.1397	52.3879	5.21e-06	2.727e-05	True
chr21	38001974	38002063	5	0.8198	0.9941	0.1743	76.8639	2.542e-06	1.612e-05	True
chr21	38026706	38026834	8	0.6796	0.4457	-0.234	15.2125	0.0008545	0.001265	True
chr21	38046025	38046269	6	0.8291	0.5849	-0.2442	17.1227	0.001642	0.002161	True
chr21	38064236	38064473	13	0.6246	0.2025	-0.4221	21.7548	1.887e-07	1.979e-06	True
chr21	38064534	38064779	12	0.6067	0.3474	-0.2593	17.362	2.604e-05	9.184e-05	True
chr21	38064897	38065901	81	0.7059	0.2203	-0.4857	43.2023	4.39e-55	6.671e-52	True
chr21	38065955	38067493	60	0.6735	0.227	-0.4465	18.3148	1.249e-24	1.808e-22	True
chr21	38067804	38068000	5	0.6888	0.4915	-0.1973	18.06	0.006527	0.007168	True
chr21	38068043	38068607	35	0.7161	0.4047	-0.3114	15.8703	2.557e-13	1.387e-11	True
chr21	38068618	38069128	30	0.6828	0.3411	-0.3417	19.9768	7.8e-14	4.39e-12	True
chr21	38069162	38069907	55	0.6873	0.419	-0.2683	18.9387	3.769e-16	2.664e-14	True
chr21	38069956	38070100	11	0.5276	0.3685	-0.1591	18.1152	0.0004084	0.0007174	True
chr21	38070122	38070178	7	0.5058	0.6812	0.1754	25.5216	0.0007794	0.001177	True
chr21	38071570	38071637	10	0.0304	0.103	0.0726	17.9713	0.003054	0.003656	True
chr21	38071838	38071872	7	0.0311	0.1738	0.1427	16.3929	0.0007563	0.001149	True
chr21	38072270	38072355	9	0.0274	0.132	0.1046	29.1442	3.06e-05	0.0001032	True
chr21	38072373	38072417	5	0.0441	0.1358	0.0916	42.5891	0.002666	0.003258	True
chr21	38072980	38073053	7	0.0183	0.1199	0.1016	47.123	0.0001299	0.0003043	True
chr21	38073316	38073337	5	0.0375	0.1456	0.1081	66.6541	0.0003588	0.0006557	True
chr21	38073635	38073855	20	0.061	0.1698	0.1088	32.4095	1.843e-06	1.239e-05	True
chr21	38073859	38073929	8	0.08	0.2607	0.1807	25.3627	0.0001798	0.000387	True
chr21	38074422	38075010	12	0.1187	0.35	0.2313	44.0323	9.21e-09	1.546e-07	True
chr21	38076508	38076906	21	0.3341	0.1803	-0.1539	34.2694	1.628e-09	3.32e-08	True
chr21	38076911	38076952	6	0.3643	0.5654	0.2011	36.8826	0.0002093	0.0004344	True
chr21	38076973	38077067	11	0.3371	0.1886	-0.1485	54.7539	1.027e-06	7.804e-06	True
chr21	38077432	38077476	5	0.2801	0.1802	-0.1	35.1391	0.004901	0.005537	True
chr21	38077673	38077904	11	0.3592	0.2422	-0.117	27.1676	0.0001834	0.0003926	True
chr21	38078160	38078349	7	0.3856	0.2131	-0.1725	42.947	8.808e-05	0.0002284	True
chr21	38078457	38078670	6	0.3465	0.1878	-0.1587	28.0442	0.001879	0.002415	True
chr21	38079975	38080018	5	0.3026	0.4293	0.1267	17.4405	0.02022	0.02057	True
chr21	38080087	38080329	24	0.3724	0.1883	-0.1841	30.0937	3.555e-10	8.928e-09	True
chr21	38080487	38080538	7	0.2851	0.1759	-0.1093	60.9947	0.0001113	0.0002689	True
chr21	38080550	38080644	7	0.3698	0.2458	-0.124	51.5445	9.466e-05	0.0002409	True
chr21	38080829	38080951	8	0.4111	0.2676	-0.1436	25.7777	0.0009428	0.001372	True
chr21	38081198	38081327	13	0.3849	0.1941	-0.1909	55.1036	1.025e-08	1.702e-07	True
chr21	38081341	38081492	17	0.3901	0.1971	-0.193	33.9787	4.25e-08	5.766e-07	True
chr21	38081725	38081775	5	0.4186	0.2121	-0.2065	17.1969	0.005431	0.006068	True
chr21	38082794	38082946	7	0.4001	0.1271	-0.273	33.9157	0.0007921	0.00119	True
chr21	38093730	38094026	5	0.8258	0.9657	0.1398	39.2972	0.002748	0.003345	True
chr21	38107774	38108210	5	0.7879	0.8953	0.1074	17.5904	0.02135	0.02169	True
chr21	38112046	38112800	7	0.86	0.9728	0.1128	16.9948	0.001437	0.001931	True
chr21	38114176	38114463	5	0.8827	0.9761	0.0934	25.4579	0.005625	0.006266	True
chr21	38114946	38116457	28	0.8313	0.9595	0.1283	20.8156	5.499e-10	1.306e-08	True
chr21	38118019	38118416	11	0.8731	0.9801	0.107	52.8228	1.651e-06	1.14e-05	True
chr21	38119725	38119816	6	0.5219	0.3611	-0.1608	41.1131	0.0003931	0.0006984	True
chr21	38119855	38119970	15	0.5394	0.2988	-0.2406	16.3768	1.162e-05	5.076e-05	True
chr21	38120434	38120457	5	0.6631	0.5123	-0.1508	31.048	0.002638	0.003234	True
chr21	38122632	38122897	8	0.6389	0.9633	0.3244	48.9701	7.365e-07	6e-06	True
chr21	38123692	38123896	8	0.5751	0.9053	0.3302	56.195	8.359e-06	3.975e-05	True
chr21	38124082	38124781	14	0.6655	0.9675	0.302	32.4355	9.12e-10	2.084e-08	True
chr21	38139528	38139855	14	0.6665	0.9116	0.2451	15.5911	1.502e-05	6.084e-05	True
chr21	38157291	38157549	11	0.8209	0.3908	-0.4301	39.5642	6.646e-09	1.141e-07	True
chr21	38162912	38163159	7	0.2208	0.0534	-0.1674	27.5569	0.0006341	0.001005	True
chr21	38172362	38172978	7	0.8972	0.9772	0.08	19.2629	0.003339	0.003942	True
chr21	38175515	38175875	10	0.7659	0.2786	-0.4873	21.5569	2.075e-05	7.756e-05	True
chr21	38192421	38192672	8	0.9005	0.7514	-0.1491	23.8721	0.0003003	0.0005728	True
chr21	38197011	38197584	6	0.828	0.9836	0.1556	52.9421	4.067e-05	0.0001289	True
chr21	38272794	38273275	6	0.8655	0.9715	0.106	36.3188	0.001278	0.001761	True
chr21	38286617	38286976	5	0.9495	0.8228	-0.1267	17.2351	0.01897	0.01933	True
chr21	38287039	38287169	7	0.9332	0.7915	-0.1418	42.0583	9.112e-05	0.0002341	True
chr21	38287925	38288533	9	0.9785	0.8537	-0.1248	56.3151	3.935e-06	2.265e-05	True
chr21	38299630	38299773	8	0.0304	0.2487	0.2182	48.937	3.376e-06	2.027e-05	True
chr21	38308859	38309112	5	0.9542	0.8456	-0.1085	32.6007	0.002887	0.003492	True
chr21	38337048	38337655	6	0.8179	0.9811	0.1632	15.583	0.0001882	0.000401	True
chr21	38347371	38347730	7	0.8811	0.6534	-0.2277	16.8378	0.001189	0.001657	True
chr21	38349239	38349554	6	0.2388	0.0343	-0.2045	16.1046	0.0005791	0.0009376	True
chr21	38352018	38352258	5	0.8994	0.9836	0.0841	25.3519	0.003644	0.004242	True
chr21	38361908	38361974	6	0.0258	0.2509	0.2252	41.8097	7.816e-05	0.0002106	True
chr21	38364574	38365085	5	0.9505	0.8119	-0.1386	15.7155	0.01169	0.01222	True
chr21	38372688	38373251	5	0.8839	0.9743	0.0904	22.6263	0.0153	0.01575	True
chr21	38375377	38375670	6	0.925	0.7641	-0.1609	26.9306	0.0008665	0.001278	True
chr21	38383768	38383992	6	0.9653	0.8727	-0.0926	16.0843	0.01089	0.01145	True
chr21	38444692	38444861	5	0.1024	0.0089	-0.0935	79.5339	0.0002769	0.0005391	True
chr21	38472174	38473007	10	0.8756	0.971	0.0954	15.1617	0.000377	0.0006775	True
chr21	38557232	38557570	5	0.7687	0.9189	0.1501	18.3122	0.01816	0.01854	True
chr21	38566019	38566375	6	0.8803	0.9927	0.1124	141.3877	2.871e-06	1.78e-05	True
chr21	38571763	38571881	6	0.8728	0.5597	-0.3131	21.1048	0.0001718	0.0003753	True
chr21	38592865	38593767	71	0.2746	0.0238	-0.2508	32.8188	9.748e-46	7.406e-43	True
chr21	38602957	38603073	9	0.9312	0.804	-0.1272	18.7134	0.001193	0.001662	True
chr21	38603813	38604097	6	0.952	0.8294	-0.1225	40.322	0.001617	0.002134	True
chr21	38632004	38632147	5	0.8879	0.4042	-0.4837	16.5529	0.0006746	0.001049	True
chr21	38635789	38636216	5	0.8957	0.9852	0.0895	35.8882	0.001851	0.002385	True
chr21	38642789	38643314	5	0.6042	0.8869	0.2826	26.4099	0.0009167	0.001342	True
chr21	38654362	38654459	6	0.4676	0.2594	-0.2082	17.2872	0.003547	0.004148	True
chr21	38657189	38657646	8	0.8187	0.9748	0.156	29.4568	2.18e-05	8.061e-05	True
chr21	38659235	38659479	5	0.8632	0.9766	0.1134	37.8989	0.001711	0.002237	True
chr21	38668277	38668645	6	0.8366	0.9904	0.1538	70.1839	4.984e-06	2.657e-05	True
chr21	38674841	38675226	6	0.8338	0.9731	0.1393	55.7951	0.0003144	0.0005932	True
chr21	38696418	38696761	5	0.9017	0.9918	0.09	54.925	0.0002261	0.0004633	True
chr21	38707534	38708298	6	0.8617	0.9699	0.1082	18.059	0.005276	0.00591	True
chr21	38815774	38815977	5	0.8333	0.9894	0.156	178.3726	3.961e-06	2.271e-05	True
chr21	38818937	38819152	5	0.4794	0.7505	0.2711	15.1611	0.005708	0.006343	True
chr21	38823827	38823897	5	0.8225	0.9585	0.136	15.8665	0.00677	0.007394	True
chr21	38880817	38880991	5	0.8707	0.5114	-0.3592	16.193	0.0008717	0.001285	True
chr21	38918817	38919519	22	0.4752	0.099	-0.3762	20.1773	2.585e-11	8.268e-10	True
chr21	38919580	38919744	9	0.2789	0.036	-0.2429	36.4903	2.818e-06	1.755e-05	True
chr21	38939349	38939404	5	0.7537	0.9064	0.1527	19.044	0.01096	0.01152	True
chr21	38971683	38971782	5	0.1891	0.4996	0.3105	95.7981	2.021e-06	1.341e-05	True
chr21	38978130	38978763	10	0.8352	0.9708	0.1355	37.9418	9.994e-06	4.499e-05	True
chr21	39010479	39011224	6	0.8678	0.9905	0.1227	69.0684	1.255e-05	5.355e-05	True
chr21	39016959	39017793	13	0.4934	0.8743	0.3809	17.2531	1.834e-06	1.236e-05	True
chr21	39019616	39020481	7	0.8961	0.5508	-0.3453	20.3365	0.000138	0.000317	True
chr21	39054408	39054778	5	0.9755	0.7753	-0.2003	28.4661	0.0003769	0.0006775	True
chr21	39059553	39060115	9	0.7979	0.5003	-0.2976	21.7536	2.227e-05	8.144e-05	True
chr21	39065322	39065713	5	0.7588	0.9616	0.2028	19.5309	0.001572	0.002083	True
chr21	39070704	39071062	7	0.6989	0.9388	0.2399	23.532	0.0001921	0.0004062	True
chr21	39082970	39083145	6	0.2552	0.0544	-0.2009	21.1833	0.001986	0.002532	True
chr21	39087417	39087668	5	0.8319	0.9781	0.1462	51.3621	0.0003674	0.0006673	True
chr21	39104052	39104392	5	0.353	0.8431	0.4901	23.788	0.0001928	0.0004069	True
chr21	39106056	39106707	7	0.7656	0.9622	0.1966	15.8771	0.0005148	0.000854	True
chr21	39109900	39110868	8	0.6443	0.9395	0.2953	16.9949	9.086e-05	0.000234	True
chr21	39115628	39116157	5	0.5349	0.8744	0.3395	19.7239	0.002106	0.002665	True
chr21	39121580	39121698	5	0.5876	0.3106	-0.277	20.6318	0.001414	0.001908	True
chr21	39131794	39132012	5	0.8855	0.9844	0.0989	41.0292	0.0004623	0.0007852	True
chr21	39138575	39139339	11	0.7148	0.92	0.2053	43.9493	2.987e-06	1.834e-05	True
chr21	39139504	39139913	9	0.8107	0.9707	0.1601	31.2996	1.745e-05	6.829e-05	True
chr21	39154333	39155501	7	0.673	0.9505	0.2775	43.3234	2.567e-05	9.082e-05	True
chr21	39156193	39156809	7	0.7113	0.929	0.2177	25.7941	0.0008693	0.001282	True
chr21	39158074	39158876	5	0.8189	0.9728	0.1538	32.3991	0.001644	0.002162	True
chr21	39161967	39162735	10	0.8251	0.9768	0.1517	18.7657	1.351e-05	5.647e-05	True
chr21	39173526	39174085	7	0.6125	0.923	0.3104	17.7331	0.0003299	0.0006157	True
chr21	39175225	39176251	17	0.6723	0.9045	0.2322	15.8847	1.833e-06	1.236e-05	True
chr21	39202319	39203006	7	0.7511	0.9334	0.1823	19.4615	0.0007618	0.001155	True
chr21	39205201	39205727	6	0.7343	0.9227	0.1884	20.2102	0.003327	0.003929	True
chr21	39236305	39236708	7	0.7976	0.8996	0.102	20.2252	0.007501	0.008115	True
chr21	39237549	39237816	5	0.7923	0.5389	-0.2534	15.5947	0.004728	0.005363	True
chr21	39241080	39241423	5	0.7653	0.2401	-0.5252	20.7259	0.003573	0.004167	True
chr21	39251806	39252197	5	0.6576	0.9521	0.2946	20.4806	0.0007294	0.001117	True
chr21	39256414	39256562	5	0.8283	0.984	0.1558	30.954	0.0003353	0.0006232	True
chr21	39263209	39263673	7	0.6565	0.9155	0.259	15.6254	0.0008567	0.001267	True
chr21	39268485	39268716	5	0.7835	0.9484	0.1649	28.8914	0.003091	0.003688	True
chr21	39286653	39286714	6	0.0969	0.0048	-0.092	104.0776	1.744e-06	1.197e-05	True
chr21	39286832	39286904	5	0.1181	0.0141	-0.104	23.4203	0.001032	0.001477	True
chr21	39288146	39288198	7	0.1256	0.0259	-0.0997	67.1624	7.596e-05	0.0002057	True
chr21	39320626	39321213	10	0.7513	0.9603	0.209	24.3556	1.018e-05	4.548e-05	True
chr21	39323100	39323245	6	0.9072	0.989	0.0819	30.0985	0.0003814	0.0006851	True
chr21	39350885	39351252	5	0.7698	0.9606	0.1908	16.9194	0.004525	0.005159	True
chr21	39354047	39354782	8	0.8051	0.9821	0.1769	21.9514	4.955e-06	2.651e-05	True
chr21	39360950	39361818	7	0.7646	0.9703	0.2057	29.3508	8.34e-05	0.00022	True
chr21	39369315	39369722	8	0.8069	0.9714	0.1646	58.359	1.531e-05	6.171e-05	True
chr21	39372735	39373654	7	0.6027	0.8672	0.2645	18.6811	0.001936	0.00248	True
chr21	39374653	39375625	6	0.5055	0.9463	0.4407	16.1027	0.0001577	0.0003517	True
chr21	39375742	39377111	13	0.5609	0.9122	0.3513	19.9724	4.241e-07	3.894e-06	True
chr21	39398887	39399431	10	0.7969	0.9646	0.1678	19.9026	5.647e-05	0.0001658	True
chr21	39402993	39403314	5	0.8557	0.9811	0.1254	17.4413	0.001482	0.00198	True
chr21	39408412	39408723	5	0.8934	0.7861	-0.1073	18.4117	0.02964	0.02987	True
chr21	39418676	39418915	5	0.9049	0.9882	0.0832	20.9819	0.001521	0.002025	True
chr21	39425601	39426467	9	0.7898	0.914	0.1242	15.7055	0.009184	0.009763	True
chr21	39456947	39457149	5	0.8392	0.9779	0.1388	15.6553	0.002704	0.003294	True
chr21	39468440	39469369	5	0.5057	0.8975	0.3918	29.955	0.0009791	0.001418	True
chr21	39524067	39524713	6	0.7403	0.8946	0.1544	17.3709	0.004077	0.004706	True
chr21	39525040	39525286	5	0.8278	0.9467	0.1189	16.5304	0.03104	0.03118	True
chr21	39534479	39535433	9	0.7612	0.952	0.1908	16.021	0.0002134	0.000442	True
chr21	39551533	39552169	5	0.8825	0.9854	0.1029	46.7863	0.0006537	0.001028	True
chr21	39555685	39556281	6	0.6339	0.8858	0.2519	16.9862	0.004003	0.004625	True
chr21	39559534	39560126	5	0.8495	0.9792	0.1296	26.7536	0.001868	0.002403	True
chr21	39575606	39576064	5	0.7364	0.9324	0.196	19.202	0.006541	0.007178	True
chr21	39577110	39577464	7	0.8501	0.9754	0.1254	22.0419	0.0004384	0.0007539	True
chr21	39607241	39607346	6	0.5572	0.9455	0.3884	28.1866	0.0001167	0.0002794	True
chr21	39609528	39609963	5	0.8547	0.9718	0.1171	39.5973	0.001336	0.00183	True
chr21	39627877	39628094	6	0.7587	0.9139	0.1552	34.7315	0.0006436	0.001018	True
chr21	39632806	39633105	7	0.8706	0.961	0.0905	17.6395	0.007824	0.008422	True
chr21	39636683	39637845	7	0.8239	0.9777	0.1537	56.7548	1.95e-05	7.414e-05	True
chr21	39644216	39644354	6	0.7756	0.3781	-0.3975	17.4648	0.0004861	0.0008169	True
chr21	39650068	39650634	5	0.7525	0.9454	0.1929	42.1259	0.0004637	0.0007872	True
chr21	39661796	39662144	7	0.7486	0.3943	-0.3543	35.8849	6.42e-06	3.225e-05	True
chr21	39665331	39665701	5	0.8882	0.9827	0.0945	29.4527	0.001383	0.001876	True
chr21	39671011	39671294	6	0.7627	0.957	0.1943	22.4502	0.000694	0.001071	True
chr21	39681375	39682458	13	0.8375	0.9863	0.1488	36.9743	3.299e-09	6.039e-08	True
chr21	39685170	39685522	7	0.769	0.9242	0.1553	29.5626	0.0002409	0.0004846	True
chr21	39694128	39694511	5	0.7101	0.9924	0.2823	60.5868	1.324e-06	9.513e-06	True
chr21	39698177	39698929	9	0.7932	0.9747	0.1815	20.9181	1.011e-05	4.53e-05	True
chr21	39701189	39702643	10	0.7389	0.9581	0.2192	15.4365	2.885e-05	9.94e-05	True
chr21	39703044	39703930	7	0.6385	0.9723	0.3338	21.53	9.4e-06	4.355e-05	True
chr21	39711548	39712272	8	0.8525	0.9701	0.1176	25.085	0.0004597	0.0007823	True
chr21	39713436	39713773	6	0.7828	0.9248	0.142	19.5738	0.009931	0.01048	True
chr21	39720716	39721192	7	0.5324	0.811	0.2786	15.292	0.0009204	0.001345	True
chr21	39722408	39722639	5	0.8541	0.9876	0.1335	69.1017	7.896e-05	0.0002125	True
chr21	39753461	39754069	7	0.6583	0.9787	0.3204	31.7806	1.782e-06	1.212e-05	True
chr21	39763392	39763592	5	0.7139	0.8793	0.1654	39.3345	0.0007301	0.001117	True
chr21	39767617	39767904	7	0.518	0.8538	0.3357	19.6264	0.0002655	0.0005226	True
chr21	39769005	39769863	8	0.6709	0.913	0.2421	17.3737	0.0003009	0.0005736	True
